UniqueCarrier,TailNum,Origin,Dest,Month,DayofMonth,DayOfWeek,DepTime,FlightNum,ActualElapsedTime,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,OnTime
7.0,1002.0,141.0,29.0,-1.5554756955908082,-0.8889365856855513,-1.4779160748760152,0.3458025515421784,-0.20622924473239557,0.26796643720274177,0.2121815951825695,0.35605093817962236,-0.08125904612910864,-0.05273170407806017,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
3.0,825.0,92.0,106.0,-0.6678666402254259,0.24309176885377484,-0.47814196706203577,1.5446194952276666,0.29408679365116835,0.919346518758372,0.04494091545609755,0.8584651491715531,-0.08125904612910864,-0.05273170407806017,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
11.0,2677.0,158.0,181.0,-1.259606010469014,-1.4549507629552145,1.0215191946589335,-0.014048160541801776,0.8876241109814135,0.7919025897583575,-0.2895404439968463,0.656445448947525,-0.6492393312813128,-0.7013381503026618,0.0,0.0,
4.0,2543.0,177.0,8.0,1.1073514705053389,0.6959031106695053,-1.4779160748760152,-1.0195738645936092,-0.3242525153254414,-0.7940663044640468,-0.2560923080515519,-0.9105247475727624,2.0013353327623067,-0.5160220228099185,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,1.0
4.0,523.0,168.0,8.0,-0.07612726998183758,0.35629460430770743,-0.9780290209690254,1.5795764215443961,0.4138205464267221,-0.3975740809084457,-0.45678112372331825,-0.6628310281676497,1.0547015241752997,-0.23804783157080348,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
10.0,3128.0,40.0,94.0,0.21974241513995654,0.35629460430770743,0.02174508684495399,-0.2587466447589083,-0.6868747380171185,-0.49669713679734595,-0.42333298777802386,-0.5363491288969539,-0.27058580784651004,-0.5160220228099185,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
0.0,3145.0,157.0,128.0,-0.3719969551036317,1.714728629754899,0.02174508684495399,-2.7612513110800734,0.19487882706570955,0.0980411985360556,9.209730164466759,0.49131630267744986,-0.4599125695639114,-0.33070589531717515,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
6.0,93.0,39.0,50.0,-1.259606010469014,1.2619172879391685,-0.9780290209690254,-0.011991870758464746,2.202129668238743,0.5936564779805569,2.687343655134354,-1.0001160928895052,19.419397410763235,-0.6086800865562901,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
9.0,2715.0,169.0,149.0,0.8114817853835448,0.35629460430770743,-0.47814196706203577,-1.3197921729608155,-0.13182326979330145,-0.015242293908401844,-0.2895404439968463,-0.16041681717571898,-0.08125904612910864,-0.14538976782443183,0.0,0.0,
9.0,1807.0,148.0,149.0,1.1073514705053389,-0.09651673750802303,-1.4779160748760152,0.8269743608430433,-0.15320429707465033,-0.2559697153528739,-0.6574699393950845,-0.5574294454420698,5.030563520240729,-0.33070589531717515,0.0,0.0,
6.0,406.0,23.0,167.0,1.1073514705053389,-0.32292240841588826,1.0215191946589335,0.592557325542622,2.759746859736322,-0.45421582713067443,2.051829072173761,-0.21311760853850892,-0.8385660929987142,-0.7939962140490334,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
3.0,769.0,64.0,90.0,-0.96373632534722,-0.20971957296195565,-0.47814196706203577,-1.634404509811381,-0.9579861639446224,1.9388979507584891,-0.3898848518327295,1.17115651125744,0.6760480007404969,1.0591650608783998,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
6.0,158.0,53.0,1.0,1.403221155627133,-0.32292240841588826,-0.9780290209690254,1.1436429874769458,2.0011480117940637,-0.9639915431307329,-0.18919603616096317,-1.0106562511620634,-0.4599125695639114,-0.05273170407806017,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,1.0
8.0,3446.0,196.0,115.0,0.8114817853835448,1.375120123393101,0.5216321407519438,1.8222186159781657,-0.8297000002565291,-0.893189360352947,-0.3564367158874351,-0.7682326108932296,-0.6492393312813128,-0.05273170407806017,0.0,0.0,
0.0,885.0,53.0,22.0,-0.96373632534722,-0.6625309147776861,1.0215191946589335,0.14017357320847545,-0.0232076512040491,1.471603544425102,-0.22264417210625753,1.4557407846165058,0.2973944773056941,-0.05273170407806017,0.0,0.0,
10.0,2742.0,160.0,200.0,-0.6678666402254259,-0.6625309147776861,-0.9780290209690254,-0.9044216367267356,-0.41918427645463047,0.3246081834249705,-0.3898848518327295,0.24537927631776352,-0.27058580784651004,0.6885328058929131,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
5.0,1262.0,108.0,190.0,-0.6678666402254259,0.46949743976164005,0.5216321407519438,-2.456920423146193,-0.46707777756485197,-0.7515849947973752,1.5166588970490507,-0.5908066133051701,-0.6492393312813128,-0.5160220228099185,0.0,0.0,
4.0,120.0,23.0,68.0,-1.259606010469014,-1.002139421139484,-0.47814196706203577,-1.128557223110472,0.9936740062969039,1.1742343767584014,-0.3564367158874351,0.8848155448529481,-0.08125904612910864,0.7811908696392847,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
11.0,1865.0,108.0,108.0,1.403221155627133,-0.8889365856855513,0.02174508684495399,1.5898578704610813,-0.5081293499450419,-0.9781519796862901,-0.2895404439968463,-0.8736341936188095,-0.27058580784651004,-0.5160220228099185,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
7.0,3342.0,57.0,178.0,1.6990908407489271,-1.2285450920473493,-0.47814196706203577,-0.40063063980916336,0.12132809321786937,-0.9923124162418473,-0.3898848518327295,-1.0124129442074896,-0.4599125695639114,0.4105586146537981,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
6.0,308.0,49.0,149.0,-0.07612726998183758,1.375120123393101,0.02174508684495399,1.4438612958441523,2.3252843853793124,-0.9923124162418473,-0.45678112372331825,-0.8666074214371041,-0.08125904612910864,-0.7939962140490334,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
3.0,680.0,141.0,90.0,0.21974241513995654,-1.1153422565934166,0.5216321407519438,-0.8735772899766802,-0.9357498955720196,0.8060630263139146,-0.5571255315592013,0.5282068566314029,-0.27058580784651004,1.1518231246247714,0.0,0.0,
0.0,2106.0,114.0,50.0,-1.5554756955908082,-1.568153598409147,-0.9780290209690254,-1.5192522819445076,-0.5235236895876131,1.613207909980674,1.0149368578696347,1.1518328877577504,2.9479691413493136,1.244481188371143,0.0,0.0,
10.0,2587.0,114.0,167.0,0.8114817853835448,-0.6625309147776861,-1.4779160748760152,-0.6782297605596623,-0.07195639340552457,-0.5250180099084604,-0.523677395613907,-0.5310790497606749,-0.6492393312813128,0.6885328058929131,0.0,0.0,
4.0,575.0,8.0,128.0,1.1073514705053389,-1.568153598409147,-0.9780290209690254,0.42188527352564853,0.1418538794079643,-0.17100709601953082,-0.22264417210625753,-0.24298139031075655,1.8120085710449052,-0.05273170407806017,0.0,0.0,
9.0,1434.0,184.0,154.0,0.8114817853835448,-1.4549507629552145,-1.4779160748760152,0.37047802894222276,0.8046657251297797,-0.5391784464640175,-0.2560923080515519,-0.32203257735494145,-0.4599125695639114,-0.33070589531717515,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,,,,1.0
11.0,2948.0,175.0,140.0,1.6990908407489271,-1.568153598409147,1.5214062485659232,-1.3197921729608155,-0.7296367925798163,1.060950884313944,-0.2895404439968463,1.52073842729728,0.2973944773056941,-0.5160220228099185,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
3.0,2631.0,64.0,140.0,-0.6678666402254259,-1.568153598409147,-1.4779160748760152,1.3677785738606822,-0.7972008387888788,1.0751113208695011,-0.05540349237978561,0.7618470316731049,-0.6492393312813128,1.8004295708493732,0.0,0.0,
11.0,2717.0,2.0,181.0,-1.259606010469014,0.24309176885377484,1.5214062485659232,-0.6412165444595959,-0.5526018866902476,0.6786190973139,-0.2895404439968463,0.7846840412636472,-0.6492393312813128,-0.9793123415417767,0.0,0.0,
0.0,1891.0,8.0,50.0,0.5156121002617506,-0.4361252438698209,1.5214062485659232,-1.426719241694341,0.07514507429015578,0.3104477468694133,-0.3564367158874351,-0.0023144430873491832,5.21989028195813,-0.23804783157080348,0.0,0.0,
6.0,228.0,53.0,109.0,1.1073514705053389,1.6015257943009662,-0.9780290209690254,1.429467267360793,2.1893010518699336,-0.6524619389084749,-0.523677395613907,-0.7928263135291982,-0.6492393312813128,-0.4233639590635468,0.0,0.0,
3.0,719.0,92.0,83.0,-1.5554756955908082,0.46949743976164005,1.0215191946589335,-0.5137265778926999,-0.5645752619678029,0.8768652090917005,0.11183718734668632,0.44388559045093895,-0.4599125695639114,-0.4233639590635468,0.0,0.0,
7.0,972.0,52.0,139.0,-0.3719969551036317,-0.7757337502316187,-0.47814196706203577,-0.8941401878100504,-0.6458231656369287,-0.15684665946397364,-0.22264417210625753,-0.0936624814495184,-0.08125904612910864,-0.05273170407806017,0.0,0.0,
0.0,2215.0,114.0,128.0,-0.96373632534722,0.6959031106695053,0.02174508684495399,-0.08807459274193484,0.2701400430960576,1.0892717574250583,1.2490738094866956,0.6388785184932617,-0.08125904612910864,2.8196682720594612,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
11.0,3460.0,125.0,194.0,0.8114817853835448,0.01668609794590959,1.5214062485659232,0.14017357320847545,-0.48076163502491526,-0.9073497969085043,-0.2895404439968463,-0.8472837979374145,-0.4599125695639114,-0.5160220228099185,0.0,0.0,
4.0,336.0,183.0,8.0,0.8114817853835448,1.6015257943009662,1.5214062485659232,-0.43970014569256693,-0.678322327104579,2.1937858087585185,-0.3564367158874351,2.544890472780831,0.4867212390230955,0.13258442341468316,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
10.0,1346.0,165.0,158.0,1.403221155627133,-1.4549507629552145,1.0215191946589335,0.9626894865432873,-0.178861529812269,-0.4825367002417888,-0.6240218034497901,-0.46783810012532695,-0.27058580784651004,-0.05273170407806017,0.0,0.0,
,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,,,,0.0
2.0,2321.0,7.0,149.0,1.6990908407489271,1.2619172879391685,0.02174508684495399,-1.1141631946271127,-1.0187082814236532,3.4823855353142217,-0.2895404439968463,3.7113346549439146,0.10806771558829274,0.13258442341468316,0.0,0.0,
11.0,1865.0,29.0,143.0,0.8114817853835448,1.2619172879391685,0.02174508684495399,-0.04489250729185722,-0.18484821745104668,-0.8790289237973898,-0.2895404439968463,-0.717288512575866,-0.6492393312813128,-0.5160220228099185,0.0,0.0,
4.0,446.0,112.0,43.0,1.6990908407489271,-0.6625309147776861,-1.4779160748760152,1.0428847880934315,0.1247490575828852,-1.0206332893529617,-0.49022925966861264,-1.1652452391595804,-0.08125904612910864,0.13258442341468316,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
7.0,3445.0,57.0,69.0,0.5156121002617506,1.4883229588470337,-0.47814196706203577,0.9236199806598837,0.47796362827076877,-1.3180024570196625,0.5801110905808078,-1.189838941795549,-0.4599125695639114,-0.5160220228099185,0.0,0.0,
0.0,1880.0,53.0,158.0,-0.6678666402254259,1.2619172879391685,0.5216321407519438,-1.2272591327106492,0.18376069287940813,0.4803729855360995,-0.42333298777802386,0.5879344201758981,0.2973944773056941,-0.05273170407806017,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
0.0,1290.0,168.0,50.0,-1.5554756955908082,0.35629460430770743,0.5216321407519438,0.7837922753929657,0.9953844884794119,1.301678305758416,-0.18919603616096317,0.5773942619033401,0.2973944773056941,1.244481188371143,0.0,0.0,
6.0,81.0,175.0,108.0,0.5156121002617506,-1.6813564338630798,-0.47814196706203577,0.36225286980887467,1.700958388763925,-1.204718964575205,-0.3564367158874351,-1.0967342103879536,0.2973944773056941,-0.8866542777954051,0.0,0.0,
6.0,436.0,53.0,71.0,-0.96373632534722,1.2619172879391685,-0.9780290209690254,0.7550042184262473,1.6504991643799418,-0.7657454313529324,2.0183809362284664,-0.8876877379822201,-0.6492393312813128,-0.23804783157080348,0.0,0.0,
11.0,1151.0,150.0,106.0,-0.6678666402254259,1.1487144524852357,0.02174508684495399,-0.7029052379597067,0.2530352212709785,-1.1055959086863048,-0.2895404439968463,-0.9421452223904364,-0.8385660929987142,-0.7013381503026618,0.0,0.0,
4.0,1495.0,175.0,101.0,-0.07612726998183758,0.46949743976164005,-0.47814196706203577,-1.1265009333271347,-0.48503784048118503,3.4682250987586647,-0.15574790021566878,3.0086574367733823,1.4333550476101025,1.1518231246247714,0.0,0.0,
10.0,1909.0,172.0,48.0,-0.6678666402254259,-1.002139421139484,1.0215191946589335,0.6048950642426442,0.7961133142172402,-0.9073497969085043,-0.42333298777802386,-0.7682326108932296,-0.27058580784651004,-0.7939962140490334,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
,,,,,,,,,,,,,,,,0.0
8.0,855.0,196.0,53.0,1.6990908407489271,-1.2285450920473493,-0.47814196706203577,0.1504550221251606,1.1099867947074418,-0.7940663044640468,-0.2895404439968463,-0.8314735605285775,-0.4599125695639114,0.2252424871610548,0.0,0.0,
9.0,2701.0,122.0,49.0,-1.5554756955908082,-1.2285450920473493,0.5216321407519438,0.9811960945933206,0.08540796738520325,-0.3126114615751026,1.3494182173225786,-0.3518963591271891,1.622681809327504,-0.7013381503026618,0.0,0.0,
4.0,549.0,17.0,25.0,-1.259606010469014,0.9223087815773705,1.0215191946589335,1.8181060364114916,-0.20024255709361788,-0.8223871775751611,1.7507958486661113,-0.7049916612578817,-0.4599125695639114,-0.4233639590635468,0.0,0.0,
9.0,1342.0,206.0,49.0,0.5156121002617506,-0.4361252438698209,1.5214062485659232,-0.08807459274193484,0.29579727583367627,-0.42589495401956007,-0.3898848518327295,-0.3378428147637784,0.2973944773056941,-0.5160220228099185,0.0,0.0,
7.0,2025.0,141.0,200.0,1.403221155627133,-1.2285450920473493,-1.4779160748760152,-1.2992292751274452,-0.7501625787699112,0.919346518758372,-0.49022925966861264,1.0077840580327913,0.2973944773056941,0.2252424871610548,0.0,0.0,
11.0,2254.0,168.0,123.0,-0.07612726998183758,0.35629460430770743,-0.9780290209690254,-0.8160011760432433,-0.018076204656525367,-0.28429058846398825,-0.2895404439968463,-0.17798374762998231,-0.8385660929987142,-0.7013381503026618,0.0,0.0,
,,,,,,,,,,,,,,,,1.0
8.0,3466.0,108.0,194.0,-0.07612726998183758,-1.4549507629552145,1.5214062485659232,-2.4795396107629,-0.7621359540474666,0.9051860822028148,-0.3229885799421407,1.1219691059855028,0.10806771558829274,-0.14538976782443183,0.0,0.0,
10.0,3120.0,160.0,38.0,-0.6678666402254259,-0.09651673750802303,1.5214062485659232,0.9955901230766798,-0.7065452831159595,-0.8223871775751611,1.4163144892131674,-1.035249953798032,-0.8385660929987142,1.4297973158638864,0.0,0.0,
